IDCLIENTE,EVOLUCION_LCR,DIAS_MORA,COMPORT_INTERNO,ACTIVIDAD,EST_CIVIL,EDAD,RENTA,SEXO,TIPO_VIVIENDA,Salario_Anual
620,Mantiene Cupo,12,Mal Cliente,Independiente,Soltero,24,958,M,Propia, $ 4.790.000 
1619,Mantiene Cupo,12,Mal Cliente,Independiente,Soltero,24,958,M,Propia, $ 4.790.000 
869,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,28,951,F,Arrienda, $ 4.755.000 
1868,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,28,951,F,Arrienda, $ 4.755.000 
756,Disminuye Cupo,15,Mal Cliente,Independiente,Soltero,33,950,M,Propia, $ 4.750.000 
1755,Disminuye Cupo,15,Mal Cliente,Independiente,Soltero,33,950,M,Propia, $ 4.750.000 
800,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,42,947,M,Propia, $ 4.735.000 
1799,Mantiene Cupo,24,Buen Cliente,Independiente,Soltero,42,947,M,Propia, $ 4.735.000 
952,Mantiene Cupo,12,Buen Cliente,Independiente,Casado,30,939,F,Propia, $ 4.695.000 
1951,Mantiene Cupo,12,Buen Cliente,Independiente,Casado,30,939,F,Propia, $ 4.695.000 
476,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,33,937,F,Propia, $ 4.685.000 
1475,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,33,937,F,Propia, $ 4.685.000 
119,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,31,936,M,Propia, $ 4.680.000 
1118,Aumenta Cupo,9,Buen Cliente,Dependiente,Soltero,31,936,M,Propia, $ 4.680.000 
438,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,31,935,F,Arrienda, $ 4.675.000 
1437,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,31,935,F,Arrienda, $ 4.675.000 
139,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,32,932,F,Arrienda, $ 4.660.000 
1138,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,32,932,F,Arrienda, $ 4.660.000 
787,Mantiene Cupo,6,Mal Cliente,Independiente,Soltero,25,931,F,Arrienda, $ 4.655.000 
1786,Mantiene Cupo,6,Mal Cliente,Independiente,Soltero,25,931,F,Arrienda, $ 4.655.000 
311,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,930,M,Propia, $ 4.650.000 
1310,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,930,M,Propia, $ 4.650.000 
1073,Aumenta Cupo,24,Buen Cliente,Dependiente,Soltero,38,929,M,Propia, $ 4.645.000 
74,Aumenta Cupo,0,Buen Cliente,Dependiente,Soltero,38,929,M,Propia, $ 4.645.000 
499,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,32,926,F,Arrienda, $ 4.630.000 
1498,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,32,926,F,Arrienda, $ 4.630.000 
387,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,40,918,F,Arrienda, $ 4.590.000 
1386,Mantiene Cupo,9,Buen Cliente,Dependiente,Casado,40,918,F,Arrienda, $ 4.590.000 
799,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,38,915,F,Arrienda, $ 4.575.000 
1798,Disminuye Cupo,24,Buen Cliente,Independiente,Soltero,38,915,F,Arrienda, $ 4.575.000 
268,Aumenta Cupo,36,Buen Cliente,Independiente,Soltero,36,909,M,Propia, $ 4.545.000 
1267,Aumenta Cupo,36,Buen Cliente,Independiente,Soltero,36,909,M,Propia, $ 4.545.000 
546,Mantiene Cupo,8,Buen Cliente,Independiente,Soltero,29,907,F,Propia, $ 4.535.000 
1545,Mantiene Cupo,8,Buen Cliente,Independiente,Soltero,29,907,F,Propia, $ 4.535.000 
928,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,43,902,F,Propia, $ 4.510.000 
1927,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,43,902,F,Propia, $ 4.510.000 
805,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,38,900,F,Propia, $ 4.500.000 
1804,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,38,900,F,Propia, $ 4.500.000 
554,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,37,894,F,Arrienda, $ 4.470.000 
1553,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,37,894,F,Arrienda, $ 4.470.000 
942,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,23,888,M,Propia, $ 4.440.000 
1941,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,23,888,M,Propia, $ 4.440.000 
448,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,32,886,F,Arrienda, $ 4.430.000 
1447,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,32,886,F,Arrienda, $ 4.430.000 
938,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,37,884,M,Propia, $ 4.420.000 
1937,Mantiene Cupo,18,Buen Cliente,Independiente,Soltero,37,884,M,Propia, $ 4.420.000 
668,Mantiene Cupo,13,Buen Cliente,Dependiente,Soltero,28,882,M,Propia, $ 4.410.000 
1667,Mantiene Cupo,13,Buen Cliente,Dependiente,Soltero,28,882,M,Propia, $ 4.410.000 
127,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,31,874,F,Arrienda, $ 4.370.000 
1126,Aumenta Cupo,15,Buen Cliente,Dependiente,Soltero,31,874,F,Arrienda, $ 4.370.000 
669,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,34,866,F,Propia, $ 4.330.000 
1668,Mantiene Cupo,18,Buen Cliente,Dependiente,Soltero,34,866,F,Propia, $ 4.330.000 
36,Disminuye Cupo,6,Buen Cliente,Independiente,Soltero,24,860,F,Arrienda, $ 4.300.000 
1035,Disminuye Cupo,6,Buen Cliente,Independiente,Soltero,24,860,F,Arrienda, $ 4.300.000 
436,Aumenta Cupo,7,Buen Cliente,Dependiente,Soltero,25,846,M,Arrienda, $ 4.230.000 
1435,Aumenta Cupo,7,Buen Cliente,Dependiente,Soltero,25,846,M,Arrienda, $ 4.230.000 
3,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,38,841,F,Arrienda, $ 4.205.000 
1002,Mantiene Cupo,12,Buen Cliente,Independiente,Soltero,38,841,F,Arrienda, $ 4.205.000 
611,Mantiene Cupo,12,Buen Cliente,Independiente,Casado,31,836,F,Arrienda, $ 4.180.000 
1610,Mantiene Cupo,12,Buen Cliente,Independiente,Casado,31,836,F,Arrienda, $ 4.180.000 
102,Disminuye Cupo,15,Buen Cliente,Independiente,Soltero,27,806,F,Arrienda, $ 4.030.000 
1101,Disminuye Cupo,15,Buen Cliente,Independiente,Soltero,27,806,F,Arrienda, $ 4.030.000 
253,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,804,M,Propia, $ 4.020.000 
1252,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,30,804,M,Propia, $ 4.020.000 
228,Aumenta Cupo,14,Buen Cliente,Independiente,Soltero,27,802,M,Propia, $ 4.010.000 
1227,Aumenta Cupo,14,Buen Cliente,Independiente,Soltero,27,802,M,Propia, $ 4.010.000 
965,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,28,802,M,Propia, $ 4.010.000 
1964,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,28,802,M,Propia, $ 4.010.000 
950,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,37,797,F,Arrienda, $ 3.985.000 
1949,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,37,797,F,Arrienda, $ 3.985.000 
794,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,35,795,F,Arrienda, $ 3.975.000 
1793,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,35,795,F,Arrienda, $ 3.975.000 
450,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,34,790,F,Arrienda, $ 3.950.000 
1449,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,34,790,F,Arrienda, $ 3.950.000 
308,Aumenta Cupo,6,Mal Cliente,Independiente,Casado,23,783,M,Arrienda, $ 3.915.000 
1307,Aumenta Cupo,6,Mal Cliente,Independiente,Casado,23,783,M,Arrienda, $ 3.915.000 
348,Mantiene Cupo,10,Buen Cliente,Independiente,Soltero,28,781,M,Propia, $ 3.905.000 
1347,Mantiene Cupo,10,Buen Cliente,Independiente,Soltero,28,781,M,Propia, $ 3.905.000 
421,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,776,F,Propia, $ 3.880.000 
1420,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,31,776,F,Propia, $ 3.880.000 
451,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,30,766,M,Propia, $ 3.830.000 
1450,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,30,766,M,Propia, $ 3.830.000 
114,Aumenta Cupo,12,Mal Cliente,Dependiente,Soltero,27,763,F,Arrienda, $ 3.815.000 
1113,Aumenta Cupo,12,Mal Cliente,Dependiente,Soltero,27,763,F,Arrienda, $ 3.815.000 
674,Mantiene Cupo,8,Buen Cliente,Dependiente,Soltero,27,760,F,Arrienda, $ 3.800.000 
1673,Mantiene Cupo,8,Buen Cliente,Dependiente,Soltero,27,760,F,Arrienda, $ 3.800.000 
818,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,27,759,M,Propia, $ 3.795.000 
1817,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,27,759,M,Propia, $ 3.795.000 
653,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,22,754,M,Propia, $ 3.770.000 
1652,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,22,754,M,Propia, $ 3.770.000 
658,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,23,753,F,Arrienda, $ 3.765.000 
1657,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,23,753,F,Arrienda, $ 3.765.000 
991,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,28,750,F,Arrienda, $ 3.750.000 
1990,Disminuye Cupo,18,Buen Cliente,Dependiente,Soltero,28,750,F,Arrienda, $ 3.750.000 
305,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,40,745,F,Arrienda, $ 3.725.000 
1304,Mantiene Cupo,9,Buen Cliente,Dependiente,Soltero,40,745,F,Arrienda, $ 3.725.000 
584,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,27,741,F,Arrienda, $ 3.705.000 
1583,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,27,741,F,Arrienda, $ 3.705.000 
539,Aumenta Cupo,7,Buen Cliente,Dependiente,Soltero,30,730,M,Propia, $ 3.650.000 
1538,Aumenta Cupo,7,Buen Cliente,Dependiente,Soltero,30,730,M,Propia, $ 3.650.000 
347,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,36,727,M,Propia, $ 3.635.000 
1346,Aumenta Cupo,10,Buen Cliente,Dependiente,Soltero,36,727,M,Propia, $ 3.635.000 
860,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,42,727,F,Propia, $ 3.635.000 
1859,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,42,727,F,Propia, $ 3.635.000 
943,Aumenta Cupo,12,Mal Cliente,Dependiente,Soltero,28,719,M,Propia, $ 3.595.000 
1942,Aumenta Cupo,12,Mal Cliente,Dependiente,Soltero,28,719,M,Propia, $ 3.595.000 
335,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,26,717,F,Propia, $ 3.585.000 
1334,Aumenta Cupo,24,Buen Cliente,Independiente,Soltero,26,717,F,Propia, $ 3.585.000 
426,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,33,717,M,Propia, $ 3.585.000 
1425,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,33,717,M,Propia, $ 3.585.000 
665,Disminuye Cupo,8,Buen Cliente,Independiente,Soltero,32,713,M,Propia, $ 3.565.000 
1664,Disminuye Cupo,8,Buen Cliente,Independiente,Soltero,32,713,M,Propia, $ 3.565.000 
218,Mantiene Cupo,6,Buen Cliente,Independiente,Soltero,35,709,F,Propia, $ 3.545.000 
1217,Mantiene Cupo,6,Buen Cliente,Independiente,Soltero,35,709,F,Propia, $ 3.545.000 
945,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,32,709,M,Propia, $ 3.545.000 
1944,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,32,709,M,Propia, $ 3.545.000 
597,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,33,708,M,Propia, $ 3.540.000 
1596,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,33,708,M,Propia, $ 3.540.000 
398,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,26,707,M,Propia, $ 3.535.000 
1397,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,26,707,M,Propia, $ 3.535.000 
527,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,27,701,F,Propia, $ 3.505.000 
350,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,41,701,M,Propia, $ 3.505.000 
1349,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,41,701,M,Propia, $ 3.505.000 
1526,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,27,701,F,Propia, $ 3.505.000 
447,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,30,700,M,Propia, $ 3.500.000 
1446,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,30,700,M,Propia, $ 3.500.000 
922,Disminuye Cupo,12,Mal Cliente,Independiente,Soltero,30,697,M,Propia, $ 3.485.000 
1921,Disminuye Cupo,12,Mal Cliente,Independiente,Soltero,30,697,M,Propia, $ 3.485.000 
912,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,36,691,M,Propia, $ 3.455.000 
1911,Disminuye Cupo,12,Buen Cliente,Independiente,Soltero,36,691,M,Propia, $ 3.455.000 
235,Mantiene Cupo,12,Mal Cliente,Independiente,Casado,31,685,F,Propia, $ 3.425.000 
1234,Mantiene Cupo,12,Mal Cliente,Independiente,Casado,31,685,F,Propia, $ 3.425.000 
578,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,26,684,M,Propia, $ 3.420.000 
1577,Disminuye Cupo,12,Buen Cliente,Dependiente,Soltero,26,684,M,Propia, $ 3.420.000 
281,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,28,683,F,Arrienda, $ 3.415.000 
1280,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,28,683,F,Arrienda, $ 3.415.000 
345,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,28,682,F,Arrienda, $ 3.410.000 
1344,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,28,682,F,Arrienda, $ 3.410.000 
988,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,26,674,F,Propia, $ 3.370.000 
1987,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,26,674,F,Propia, $ 3.370.000 
286,Aumenta Cupo,6,Buen Cliente,Independiente,Casado,28,672,F,Arrienda, $ 3.360.000 
1285,Aumenta Cupo,6,Buen Cliente,Independiente,Casado,28,672,F,Arrienda, $ 3.360.000 
89,Disminuye Cupo,6,Buen Cliente,Independiente,Soltero,28,666,F,Arrienda, $ 3.330.000 
1088,Disminuye Cupo,6,Buen Cliente,Independiente,Soltero,28,666,F,Arrienda, $ 3.330.000 
315,Disminuye Cupo,6,Mal Cliente,Independiente,Casado,25,662,M,Propia, $ 3.310.000 
1314,Disminuye Cupo,6,Mal Cliente,Independiente,Casado,25,662,M,Propia, $ 3.310.000 
273,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,27,660,F,Propia, $ 3.300.000 
1272,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,27,660,F,Propia, $ 3.300.000 
752,Disminuye Cupo,9,Buen Cliente,Independiente,Soltero,32,654,M,Propia, $ 3.270.000 
1751,Disminuye Cupo,9,Buen Cliente,Independiente,Soltero,32,654,M,Propia, $ 3.270.000 
27,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,32,652,F,Arrienda, $ 3.260.000 
1026,Disminuye Cupo,12,Buen Cliente,Dependiente,Casado,32,652,F,Arrienda, $ 3.260.000 
51,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,21,640,M,Arrienda, $ 3.200.000 
1050,Aumenta Cupo,12,Buen Cliente,Independiente,Soltero,21,640,M,Arrienda, $ 3.200.000 
829,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,40,639,M,Propia, $ 3.195.000 
1828,Mantiene Cupo,12,Buen Cliente,Dependiente,Casado,40,639,M,Propia, $ 3.195.000 
244,Aumenta Cupo,18,Mal Cliente,Dependiente,Casado,26,629,M,Propia, $ 3.145.000 
1243,Aumenta Cupo,18,Mal Cliente,Dependiente,Casado,26,629,M,Propia, $ 3.145.000 
852,Disminuye Cupo,12,Mal Cliente,Dependiente,Casado,20,626,F,Arrienda, $ 3.130.000 
1851,Disminuye Cupo,12,Mal Cliente,Dependiente,Casado,20,626,F,Arrienda, $ 3.130.000 
675,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,24,625,F,Propia, $ 3.125.000 
1674,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,24,625,F,Propia, $ 3.125.000 
445,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,36,618,M,Propia, $ 3.090.000 
1444,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,36,618,M,Propia, $ 3.090.000 
608,Disminuye Cupo,6,Buen Cliente,Independiente,Soltero,25,609,F,Arrienda, $ 3.045.000 
1607,Disminuye Cupo,6,Buen Cliente,Independiente,Soltero,25,609,F,Arrienda, $ 3.045.000 
955,Mantiene Cupo,12,Mal Cliente,Independiente,Casado,24,609,F,Arrienda, $ 3.045.000 
1954,Mantiene Cupo,12,Mal Cliente,Independiente,Casado,24,609,F,Arrienda, $ 3.045.000 
239,Aumenta Cupo,4,Mal Cliente,Dependiente,Soltero,22,601,F,Arrienda, $ 3.005.000 
1238,Aumenta Cupo,4,Mal Cliente,Dependiente,Soltero,22,601,F,Arrienda, $ 3.005.000 
660,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,22,590,F,Propia, $ 2.950.000 
1659,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,22,590,F,Propia, $ 2.950.000 
663,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,26,585,F,Propia, $ 2.925.000 
1662,Mantiene Cupo,12,Buen Cliente,Dependiente,Soltero,26,585,F,Propia, $ 2.925.000 
598,Disminuye Cupo,21,Mal Cliente,Independiente,Casado,38,571,M,Propia, $ 2.855.000 
1597,Disminuye Cupo,21,Mal Cliente,Independiente,Casado,38,571,M,Propia, $ 2.855.000 
415,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,28,522,M,Propia, $ 2.610.000 
1414,Aumenta Cupo,12,Buen Cliente,Dependiente,Soltero,28,522,M,Propia, $ 2.610.000 
523,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,22,518,F,Arrienda, $ 2.590.000 
1522,Aumenta Cupo,6,Buen Cliente,Dependiente,Soltero,22,518,F,Arrienda, $ 2.590.000 
680,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,25,484,F,Propia, $ 2.420.000 
1679,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,25,484,F,Propia, $ 2.420.000 
386,Mantiene Cupo,9,Mal Cliente,Dependiente,Soltero,27,458,M,Propia, $ 2.290.000 
1385,Mantiene Cupo,9,Mal Cliente,Dependiente,Soltero,27,458,M,Propia, $ 2.290.000 
693,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,32,454,F,Propia, $ 2.270.000 
1692,Mantiene Cupo,6,Buen Cliente,Dependiente,Soltero,32,454,F,Propia, $ 2.270.000 
975,Disminuye Cupo,6,Buen Cliente,Dependiente,Casado,39,448,F,Arrienda, $ 2.240.000 
1974,Disminuye Cupo,6,Buen Cliente,Dependiente,Casado,39,448,F,Arrienda, $ 2.240.000 
873,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,28,433,F,Arrienda, $ 2.165.000 
1872,Aumenta Cupo,18,Buen Cliente,Dependiente,Casado,28,433,F,Arrienda, $ 2.165.000 
784,Mantiene Cupo,6,Mal Cliente,Dependiente,Casado,24,433,F,Arrienda, $ 2.165.000 
1783,Mantiene Cupo,6,Mal Cliente,Dependiente,Casado,24,433,F,Arrienda, $ 2.165.000 
112,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,25,428,F,Arrienda, $ 2.140.000 
1111,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,25,428,F,Arrienda, $ 2.140.000 
232,Aumenta Cupo,6,Mal Cliente,Dependiente,Casado,21,426,F,Propia, $ 2.130.000 
1231,Aumenta Cupo,6,Mal Cliente,Dependiente,Casado,21,426,F,Propia, $ 2.130.000 
151,Mantiene Cupo,12,Mal Cliente,Dependiente,Soltero,33,409,F,Arrienda, $ 2.045.000 
1150,Mantiene Cupo,12,Mal Cliente,Dependiente,Soltero,33,409,F,Arrienda, $ 2.045.000 
165,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,36,392,F,Arrienda, $ 1.960.000 
1164,Mantiene Cupo,15,Buen Cliente,Dependiente,Soltero,36,392,F,Arrienda, $ 1.960.000 
56,Disminuye Cupo,12,Mal Cliente,Dependiente,Casado,20,385,F,Arrienda, $ 1.925.000 
1055,Disminuye Cupo,12,Mal Cliente,Dependiente,Casado,20,385,F,Arrienda, $ 1.925.000 
652,Mantiene Cupo,6,Buen Cliente,Dependiente,Casado,37,368,M,Propia, $ 1.840.000 
1651,Mantiene Cupo,6,Buen Cliente,Dependiente,Casado,37,368,M,Propia, $ 1.840.000 
568,Aumenta Cupo,6,Buen Cliente,Independiente,Soltero,21,362,F,Arrienda, $ 1.810.000 
1567,Aumenta Cupo,6,Buen Cliente,Independiente,Soltero,21,362,F,Arrienda, $ 1.810.000 
374,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,27,343,F,Arrienda, $ 1.715.000 
1373,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,27,343,F,Arrienda, $ 1.715.000 
301,Disminuye Cupo,12,Mal Cliente,Dependiente,Soltero,37,339,F,Propia, $ 1.695.000 
1300,Disminuye Cupo,12,Mal Cliente,Dependiente,Soltero,37,339,F,Propia, $ 1.695.000 
287,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,27,338,M,Propia, $ 1.690.000 
1286,Disminuye Cupo,6,Buen Cliente,Dependiente,Soltero,27,338,M,Propia, $ 1.690.000 
384,Mantiene Cupo,9,Buen Cliente,Independiente,Casado,25,276,F,Propia, $ 1.380.000 
1383,Mantiene Cupo,9,Buen Cliente,Independiente,Casado,25,276,F,Propia, $ 1.380.000 
313,Aumenta Cupo,6,Buen Cliente,Independiente,Soltero,20,250,F,Arrienda, $ 1.250.000 
1312,Aumenta Cupo,6,Buen Cliente,Independiente,Soltero,20,250,F,Arrienda, $ 1.250.000 
